"Name","Institution","state","session","updated_at"
Mi11t,"UFPI","PI","ST-10","2019-05-07 16:30:47"
Ma18h,"UFMG","MG","ST-10","2019-05-07 16:31:01"
Hu13o,"IFSUL","RS","ST-11","2019-05-07 16:31:30"
Ar10e,"UNIPAMPA","RS","ST-10","2019-05-07 16:32:26"
Fr14g,"UNIPAMPA","RS","ST-10","2019-05-07 16:32:34"
Ra19e,"HPE","RS","ST-10","2019-05-07 16:32:39"
Ru21e,"UNIPAMPA","RS","ST-10","2019-05-07 16:32:41"
Do12b,"UFF","RJ","ST-11","2019-05-07 16:34:00"
Al19l,"UFPE","PI","ST-11","2019-05-07 16:34:45"
Ia13o,"UFPE","PE","ST-11","2019-05-07 16:34:50"
Ju19J,"UFPI","PI","ST-11","2019-05-07 16:35:10"
An15v,"UFPA","PA","ST-10","2019-05-07 16:35:15"
Fe14v,"RS","UFRGS","ST-10","2019-05-07 16:36:33"
An14g,"RS","PUCRS","ST-10","2019-05-07 16:36:36"
Jo15t,"UNICAMP","SP","ST-11","2019-05-07 16:37:20"
Hu11o,"UFPA","PA","ST-11","2019-05-07 16:37:24"
Do15e,"UFMG","MG","ST-10","2019-05-07 16:37:55"
Ne17r,"UFPI","PI","ST-11","2019-05-07 16:38:48"
Hu10o,"UFRJ","RJ","ST-10","2019-05-07 16:39:46"
Si11n,"Ericsson Research","SP","ST-10","2019-05-07 16:41:12"
Lu19r,"UNICAMP","SP","ST-11","2019-05-07 16:42:10"
Ta13n,"SP","UNICAMP","ST-11","2019-05-07 16:42:47"
Lo16r,"ITA","SP","ST-10","2019-05-07 16:42:50"
Ne17o,"UFRJ","RJ","ST-11","2019-05-07 16:42:58"
Ma19e,"IFFarroupilha","RS","ST-10","2019-05-07 16:45:39"
Da11m,"UNIPAMPA","RS","ST-10","2019-05-07 16:45:42"
Fr23j,"UFBA","CE","ST-10","2019-05-07 16:45:46"
Fe11i,"UFPA","PA","ST-11","2019-05-07 16:46:29"
Lu12e,"UFPA","PA","ST-10","2019-05-07 16:46:34"
He15r,"UFPA","PA","ST-10","2019-05-07 16:46:39"
Ar11w,"UFPA","PA","ST-10","2019-05-07 16:46:42"
Pe11m,"HP","RS","ST-10","2019-05-07 16:47:36"
Da21h,"UFPE","PE","ST-10","2019-05-07 16:47:48"
Fa15a,"UFPA","PA","ST-11","2019-05-07 16:48:14"
Ma12l,"UFGD","MS","ST-10","2019-05-07 16:50:09"
An12t,"UFBA","BA","ST-11","2019-05-07 16:50:36"
Ma16h,"UFMG","MG","ST-10","2019-05-07 16:51:27"
Ma13z,"BA","UFBA","ST-10","2019-05-07 16:53:53"
Fa14g,"Petrobrás","RJ","ST-10","2019-05-07 16:55:52"
Lu12o,"UFBA","BA","ST-10","2019-05-07 16:58:10"
Ia13o,"UFPE","PE","ST-11","2019-05-07 17:00:49"
Do12b,"UFF","RJ","ST-10","2019-05-07 17:01:01"
He15r,"UNICAMP","SP","ST-11","2019-05-07 17:01:10"
He15r,"UNICAMP","SP","ST-11","2019-05-07 17:01:17"
Hu11o,"UFPA","PA","ST-10","2019-05-07 17:01:26"
An15v,"UFPA","PA","ST-11","2019-05-07 17:01:49"
Fr16o,"PI","UFPI","ST-11","2019-05-07 17:01:57"
Ro16h,"UNIPAMPA","RS","ST-10","2019-05-07 17:05:50"
Pe15o,"UFMG","AL","ST-10","2019-05-07 17:07:50"
Lu13n,"UFMG","MG","ST-10","2019-05-07 17:09:22"
Sa15r,"UFRGS","RS","ST-11","2019-05-07 17:15:01"
Is23r,"UFMG","MG","ST-10","2019-05-07 17:16:20"
An12e,"UFPI","PI","ST-11","2019-05-07 17:27:54"
An12e,"UFPI","PI","ST-11","2019-05-07 17:27:58"
Ma16d,"IFGO","GO","ST-11","2019-05-07 17:28:16"
Ma13c,"UTFPR","PR","ST-11","2019-05-07 17:31:38"
An15v,"UFPA","PA","ST-11","2019-05-07 17:52:21"
Si11n,"Ericsson Research","SP","ST-10","2019-05-07 18:02:01"
Rh13u,"UFSM","RS","ST-10","2019-05-07 18:02:28"
Ma13c,"UTFPR","PR","ST-10","2019-05-07 18:02:46"
An12t,"UFBA","BA","ST-11","2019-05-07 18:03:16"
Ít11h,"UFMG","MG","ST-10","2019-05-07 18:03:29"
Fe13j,"UFPA","PA","ST-14","2019-05-08 10:13:10"
Lu19r,"UNICAMP","SP","ST-14","2019-05-08 10:15:26"
An13i,"UFRJ","RJ","ST-14","2019-05-08 10:16:17"
Pr15i,"UTFPR","PR","ST-14","2019-05-08 10:17:13"
Le18e,"UDESC","SC","ST-12","2019-05-08 10:18:34"
Ti14c,"UDESC","SC","ST-12","2019-05-08 10:18:36"
Pa15t,"ANSP","SP","ST-14","2019-05-08 10:19:24"
An12t,"ANSP","SP","ST-14","2019-05-08 10:19:26"
Ad13t,"UDESC","SC","ST-12","2019-05-08 10:19:27"
Na11n,"UFPA","PA","ST-14","2019-05-08 10:21:30"
Pe12n,"UFPA","PA","ST-14","2019-05-08 10:21:34"
Jo15t,"UNICAMP","SP","ST-14","2019-05-08 10:21:39"
Gu20o,"UFRJ","RJ","ST-14","2019-05-08 10:21:56"
Mi16r,"UFPR","PR","ST-12","2019-05-08 10:25:21"
Al16o,"UFPR","PR","ST-12","2019-05-08 10:26:02"
Ar13n,"LNCC","RJ","ST-14","2019-05-08 10:26:02"
Ma13i,"UFABC","SP","ST-14","2019-05-08 10:26:49"
Th12e,"IFAP","AP","ST-14","2019-05-08 10:27:20"
Ja12r,"UFSCar","SP","ST-12","2019-05-08 10:28:20"
Ga16ç,"UFRJ","RJ","ST-14","2019-05-08 10:28:37"
Di12o,"UFF","RJ","ST-12","2019-05-08 10:29:45"
He10t,"UFF","RJ","ST-12","2019-05-08 10:29:53"
Gl17e,"UFPI","MG","ST-14","2019-05-08 10:30:19"
Gu17t,"UFRGS","RS","ST-12","2019-05-08 10:30:25"
Is23r,"UFMG","MG","ST-14","2019-05-08 10:30:26"
Ed17r,"UFPA","PA","ST-14","2019-05-08 10:30:39"
De13i,"PA","UFPA","ST-14","2019-05-08 10:30:39"
Fe11i,"UFPA","PA","ST-14","2019-05-08 10:30:56"
Ju13e,"ITBA","","ST-14","2019-05-08 10:31:00"
Ar13b,"UFRGS","RS","ST-12","2019-05-08 10:31:00"
Pa15j,"IFSUL","RS","ST-14","2019-05-08 10:31:05"
Fe16i,"IFSUL","RS","ST-14","2019-05-08 10:31:14"
Mo17d,"IFSUL","RS","ST-13","2019-05-08 10:31:40"
Ró11e,"IFSUL","RS","ST-13","2019-05-08 10:31:46"
Jo13r,"UFMG","MG","ST-13","2019-05-08 10:31:59"
Le16r,"UFMG","MG","ST-13","2019-05-08 10:32:05"
Fr14g,"UNIPAMPA","RS","ST-13","2019-05-08 10:32:20"
Ar10e,"UNIPAMPA","RS","ST-13","2019-05-08 10:32:25"
Ro13t,"UFPB","RN","ST-13","2019-05-08 10:32:38"
Hu13o,"IFSUL","RS","ST-13","2019-05-08 10:32:45"
Ar11w,"UFPA","PA","ST-13","2019-05-08 10:32:57"
He15r,"UFPA","PA","ST-13","2019-05-08 10:33:09"
Vi18e,"IFSUL","RS","ST-14","2019-05-08 10:33:33"
Ja14r,"UFG","GO","ST-12","2019-05-08 10:33:41"
An12e,"UFPI","PI","ST-14","2019-05-08 10:33:42"
Na14v,"UNICAMP","PI","ST-14","2019-05-08 10:33:45"
Ra12s,"UNICAMP","SP","ST-14","2019-05-08 10:33:48"
Th21v,"UTFPR","PR","ST-14","2019-05-08 10:33:55"
Ia13r,"IFSUL","RS","ST-14","2019-05-08 10:33:59"
Ev14d,"UFRJ","RJ","ST-14","2019-05-08 10:34:39"
Al14h,"UFRGS","RS","ST-12","2019-05-08 10:34:54"
Th15n,"MCTIC","DF","ST-14","2019-05-08 10:35:00"
Ma13k,"IFSUL","RS","ST-14","2019-05-08 10:35:06"
Ga15l,"IFSUL","RS","ST-14","2019-05-08 10:35:09"
An13n,"IFSUL","RS","ST-14","2019-05-08 10:35:13"
Da14n,"UNIVALI","SC","ST-14","2019-05-08 10:35:28"
Al11o,"UFBA","BA","ST-14","2019-05-08 10:35:32"
Mi15a,"","","ST-12","2019-05-08 10:36:02"
Fe14v,"RS","UFRGS","ST-12","2019-05-08 10:36:06"
An14g,"RS","PUCRS","ST-12","2019-05-08 10:36:09"
Ia11a,"IFSUL","RS","ST-14","2019-05-08 10:36:11"
Ra15a,"IFSUL","RS","ST-14","2019-05-08 10:36:15"
Le17r,"IFSUL","RS","ST-14","2019-05-08 10:36:17"
Pe12j,"IFSUL","RS","ST-13","2019-05-08 10:36:19"
Ar14z,"IFSUL","RS","ST-14","2019-05-08 10:36:20"
Lu14t,"IFSUL","RS","ST-13","2019-05-08 10:36:21"
Ro16j,"RS","IFSUL","ST-14","2019-05-08 10:36:24"
Ma14h,"IFSUL","RS","ST-14","2019-05-08 10:36:26"
Ví11e,"IFSUL","RS","ST-14","2019-05-08 10:36:30"
Wé16v,"IFSUL","RS","ST-13","2019-05-08 10:36:31"
Ga16c,"IFSUL","RS","ST-14","2019-05-08 10:36:41"
Br13z,"LNCC","RJ","ST-13","2019-05-08 10:36:42"
Ka16b,"IFSUL","RS","ST-14","2019-05-08 10:36:48"
Al13t,"IFSUL","RS","ST-14","2019-05-08 10:36:49"
Ma12r,"LNCC","RJ","ST-14","2019-05-08 10:36:56"
Mo15c,"USP","SP","ST-14","2019-05-08 10:37:00"
Ma15v,"UFRRJ","RJ","ST-14","2019-05-08 10:37:09"
Ig13h,"UFPA","PA","ST-14","2019-05-08 10:37:14"
Ru21e,"UNIPAMPA","RS","ST-13","2019-05-08 10:37:15"
Ra15c,"UFMG","MG","ST-13","2019-05-08 10:37:25"
Ma16h,"UFMG","MG","ST-13","2019-05-08 10:37:28"
Ed21o,"UFMG","MG","ST-13","2019-05-08 10:37:32"
Al16e,"UFMG","MG","ST-13","2019-05-08 10:37:35"
Lu9i,"","","ST-13","2019-05-08 10:37:38"
Si11n,"Ericsson Research","SP","ST-13","2019-05-08 10:37:42"
Ma13c,"IFSUL","RS","ST-13","2019-05-08 10:38:12"
Mi13o,"IFSUL","RS","ST-13","2019-05-08 10:38:16"
Gu18r,"IFSUL","RS","ST-13","2019-05-08 10:38:19"
Am13r,"IFSUL","RS","ST-14","2019-05-08 10:39:14"
Ca13a,"IFSUL","RS","ST-14","2019-05-08 10:39:17"
Lu29i,"UFLA","MG","ST-13","2019-05-08 10:39:31"
Fá12o,"IFSUL","RS","ST-14","2019-05-08 10:39:56"
Lu23t,"UFRJ","RJ","ST-13","2019-05-08 10:39:58"
Lu29i,"UFLA","MG","ST-14","2019-05-08 10:40:00"
Mi15t,"UFRJ","RJ","ST-13","2019-05-08 10:40:03"
Ig11e,"UFF","RJ","ST-13","2019-05-08 10:40:07"
Vi13t,"UFES","MG","ST-14","2019-05-08 10:40:24"
Ia13o,"UFPA","PA","ST-14","2019-05-08 10:40:32"
St13t,"CESUPA","PA","ST-14","2019-05-08 10:40:35"
Hu11o,"UFPA","PA","ST-14","2019-05-08 10:40:39"
Lu13c,"UFPA","PA","ST-14","2019-05-08 10:40:41"
Re11t,"UFPA","PA","ST-14","2019-05-08 10:40:48"
Lo16r,"ITA","SP","ST-14","2019-05-08 10:41:00"
Ka13e,"PUCRS","RS","ST-14","2019-05-08 10:41:06"
Ad14ç,"IFPE","PE","ST-13","2019-05-08 10:41:32"
Di14r,"ULBRA","RS","ST-13","2019-05-08 10:41:40"
Ro14c,"UFRGS","RS","ST-13","2019-05-08 10:42:27"
Th13e,"UFPA","PA","ST-14","2019-05-08 10:43:23"
Lu12o,"UFPA","PA","ST-14","2019-05-08 10:43:26"
He12o,"UFMG","MG","ST-14","2019-05-08 10:43:58"
Lu14g,"IFSUL","RS","ST-13","2019-05-08 10:44:52"
An15n,"UFAL","AL","ST-14","2019-05-08 10:45:40"
Ar13b,"UFRGS","RS","ST-13","2019-05-08 10:46:09"
Jo15d,"UFRJ","RJ","ST-13","2019-05-08 10:46:39"
Fr16o,"PI","UFPI","ST-13","2019-05-08 10:47:48"
Jó9m,"USP","SP","ST-13","2019-05-08 10:48:05"
Da16e,"UFCG","PB","ST-13","2019-05-08 10:48:27"
Fá24d,"PUCMG","MG","ST-13","2019-05-08 10:49:17"
An9s,"PUCRS","RS","ST-14","2019-05-08 10:49:57"
Ti13t,"PUCRS","RS","ST-13","2019-05-08 10:51:19"
Ti13t,"PUCRS","RS","ST-13","2019-05-08 10:51:19"
Ju17d,"UFRGS","RS","ST-13","2019-05-08 10:52:46"
Do13r,"UFMG","AL","ST-14","2019-05-08 10:52:48"
Si11n,"Ericsson Research","SP","ST-13","2019-05-08 10:53:22"
Pe11h,"IFPB","PB","ST-13","2019-05-08 10:53:39"
Sa15r,"UFRGS","RS","ST-12","2019-05-08 10:54:37"
Ka13r,"UPE","PE","ST-12","2019-05-08 10:54:43"
An24e,"UFRGS","RS","ST-12","2019-05-08 10:54:59"
Ne17o,"UFRJ","RJ","ST-13","2019-05-08 10:56:57"
Do12b,"UFF","RJ","ST-13","2019-05-08 10:57:03"
Lu12c,"UFRGS","RS","ST-13","2019-05-08 10:57:29"
Da13d,"UFMG","MG","ST-13","2019-05-08 10:57:33"
Ne17o,"UFRJ","RJ","ST-14","2019-05-08 10:57:44"
Do12b,"UFF","RJ","ST-14","2019-05-08 10:57:45"
Ia13r,"IFSUL","RS","ST-13","2019-05-08 11:00:51"
Th15n,"MCTIC","DF","ST-14","2019-05-08 11:01:18"
Th21v,"UTFPR","PR","ST-14","2019-05-08 11:01:55"
Ri17t,"UFRGS","RS","ST-13","2019-05-08 11:04:46"
Au15n,"UFRGS","RS","ST-13","2019-05-08 11:04:58"
Lu12o,"UFPA","PA","ST-12","2019-05-08 11:07:14"
Ia13o,"UFPA","PA","ST-12","2019-05-08 11:08:02"
An17r,"IFSUL","RS","ST-13","2019-05-08 11:08:36"
Al19r,"IFSUL","RS","ST-13","2019-05-08 11:08:36"
Da12z,"UFPA","PA","ST-13","2019-05-08 11:11:34"
Lu17k,"RS","UFRGS","ST-13","2019-05-08 11:12:19"
Ro17c,"UFU","GO","ST-12","2019-05-08 11:13:33"
Ep18a,"UFES","ES","ST-13","2019-05-08 11:14:11"
Th21v,"UTFPR","PR","ST-14","2019-05-08 11:20:24"
Le17l,"UPF","RS","ST-14","2019-05-08 11:20:28"
Pe15o,"UFMG","AL","ST-14","2019-05-08 11:20:44"
Cr18a,"UFAL","AL","ST-14","2019-05-08 11:20:46"
Ka13r,"UPE","PE","ST-13","2019-05-08 11:21:17"
Fr16o,"PI","UFPI","ST-13","2019-05-08 11:22:38"
Lu20u,"RS","IPE","ST-12","2019-05-08 11:23:19"
Si11n,"Ericsson Research","SP","ST-13","2019-05-08 11:23:42"
Jo15d,"UFRJ","RJ","ST-13","2019-05-08 11:28:06"
Ma13c,"UTFPR","PR","ST-14","2019-05-08 11:28:33"
Ma18i,"UERJ","RJ","ST-14","2019-05-08 11:28:46"
Ka14i,"UFRJ","RJ","ST-13","2019-05-08 11:29:22"
Pa13r,"IFPA","PA","ST-13","2019-05-08 11:29:41"
Ri15d,"UFPEL","RS","ST-13","2019-05-08 11:29:43"
Gi17J,"UFMG","MG","ST-13","2019-05-08 11:29:50"
Br12n,"IFSUL","RS","ST-13","2019-05-08 11:29:56"
Sa13e,"IFSUL","RS","ST-13","2019-05-08 11:30:00"
Am16l,"RS","IFSUL","ST-13","2019-05-08 11:30:06"
An16d,"IFSUL","RS","ST-13","2019-05-08 11:30:07"
Ju12i,"RS","UDELAR","ST-13","2019-05-08 11:30:11"
Gi17J,"UFMG","MG","ST-14","2019-05-08 11:30:54"
Mi11t,"UFPI","PI","ST-13","2019-05-08 11:32:00"
Th12e,"IFAP","AP","ST-13","2019-05-08 11:32:55"
Br12n,"IFSUL","RS","ST-14","2019-05-08 11:32:55"
Lu14g,"IFSUL","RS","ST-14","2019-05-08 11:33:00"
Sa13e,"IFSUL","RS","ST-14","2019-05-08 11:33:07"
Am16l,"RS","IFSUL","ST-14","2019-05-08 11:33:12"
Ne17o,"UFRJ","RJ","ST-12","2019-05-08 11:36:45"
Do12b,"UFF","RJ","ST-12","2019-05-08 11:38:37"
An14é,"UFPA","PA","ST-13","2019-05-08 11:42:04"
Ro16h,"UNIPAMPA","RS","ST-12","2019-05-08 11:42:31"
Je13r,"UFG","GO","ST-13","2019-05-08 11:46:32"
Ra16e,"UFSM","RS","ST-13","2019-05-08 11:46:42"
Ev14d,"UFRJ","RJ","ST-14","2019-05-08 11:47:30"
Ga16ç,"UFRJ","RJ","ST-14","2019-05-08 11:47:33"
Ja13e,"IFSUL","RS","ST-13","2019-05-08 11:48:14"
Ig11e,"UFF","RJ","ST-13","2019-05-08 11:51:04"
Fi15o,"UFC","CE","ST-13","2019-05-08 11:51:05"
Th14t,"UFPR","PR","ST-13","2019-05-08 11:51:22"
Al14h,"UFRGS","RS","ST-12","2019-05-08 11:52:15"
Fa12i,"UFPB","PB","ST-13","2019-05-08 11:53:10"
Ra13r,"UFPA","PA","ST-13","2019-05-08 11:53:45"
Ia13r,"IFSUL","RS","ST-13","2019-05-08 11:54:04"
Ra14r,"UFRGS","RS","ST-13","2019-05-08 11:56:17"
Mi15a,"","","ST-12","2019-05-08 11:57:02"
Fe14o,"UFPB","PB","ST-13","2019-05-08 11:58:23"
Ca17k,"IFSUL","RS","ST-13","2019-05-08 11:58:39"
Cé13d,"IFSUL","RS","ST-13","2019-05-08 11:58:45"
Fe14i,"UFRJ","RJ","ST-13","2019-05-08 11:58:51"
Th14t,"UFPR","PR","ST-13","2019-05-08 11:58:54"
Ja13s,"UDESC","SC","ST-13","2019-05-08 11:58:58"
Ka14i,"UFRJ","RJ","ST-13","2019-05-08 11:59:03"
Lo16n,"IFSUL","RS","ST-13","2019-05-08 11:59:05"
Di13s,"UFPA","PA","ST-13","2019-05-08 11:59:10"
Ra13r,"UFPA","PA","ST-13","2019-05-08 11:59:12"
Fa13a,"RNP","PA","ST-13","2019-05-08 11:59:19"
Da11m,"UNIPAMPA","RS","ST-13","2019-05-08 11:59:27"
Ma19e,"IFFarroupilha","RS","ST-13","2019-05-08 11:59:31"
Fe14o,"UFPB","PB","ST-13","2019-05-08 12:00:12"
An14m,"UFSCAR","SP","ST-13","2019-05-08 12:00:19"
Ra15c,"UFMG","MG","ST-17","2019-05-08 13:43:10"
Lu15r,"UFRGS","RS","ST-17","2019-05-08 13:43:28"
Al14f,"UFPR","PR","ST-17","2019-05-08 13:43:37"
Ma16h,"UFMG","MG","ST-17","2019-05-08 13:43:41"
Ig11e,"UFF","RJ","ST-17","2019-05-08 13:43:47"
Ia16o,"UFF","RJ","ST-17","2019-05-08 13:43:52"
Ra14n,"UFRGS","RS","ST-17","2019-05-08 13:46:21"
Ri15d,"UFPEL","RS","ST-16","2019-05-08 13:48:15"
Fe14c,"UFG","GO","ST-17","2019-05-08 13:50:18"
Jo16e,"UFG","GO","ST-17","2019-05-08 13:50:19"
Al16e,"UFMG","MG","ST-17","2019-05-08 13:51:03"
Ot11r,"UFLA","MG","ST-17","2019-05-08 13:51:06"
Ed21o,"UFMG","MG","ST-17","2019-05-08 13:51:13"
Gi17J,"UFMG","MG","ST-17","2019-05-08 13:51:16"
Io11t,"CESAR","PE","ST-15","2019-05-08 13:51:27"
Lu29i,"UFLA","MG","ST-17","2019-05-08 13:51:35"
Hu13o,"IFSUL","RS","ST-17","2019-05-08 13:51:47"
Wé16v,"IFSUL","RS","ST-16","2019-05-08 13:51:57"
Ja13e,"IFSUL","RS","ST-16","2019-05-08 13:52:01"
Ró11e,"IFSUL","RS","ST-16","2019-05-08 13:52:09"
An12r,"UFRJ","RJ","ST-16","2019-05-08 13:52:09"
El16o,"UFSJ","MG","ST-16","2019-05-08 13:52:17"
Pa16g,"UFC","CE","ST-16","2019-05-08 13:52:25"
Fe16i,"IFSUL","RS","ST-15","2019-05-08 13:53:33"
Pa15j,"IFSUL","RS","ST-15","2019-05-08 13:53:43"
Em15n,"PB","UFCG","ST-15","2019-05-08 13:53:59"
Ad17o,"UFCG","PB","ST-15","2019-05-08 13:54:04"
Ga13h,"UFCG","PB","ST-15","2019-05-08 13:54:12"
Ra12e,"UFCG","PB","ST-15","2019-05-08 13:54:19"
Ma15h,"UFPB","PB","ST-15","2019-05-08 13:54:26"
Ma15e,"UFG","GO","ST-16","2019-05-08 13:54:27"
Fa12i,"UFPB","PB","ST-15","2019-05-08 13:54:30"
Ka14i,"UFRJ","RJ","ST-16","2019-05-08 13:54:31"
Ri14o,"UFCG","PB","ST-15","2019-05-08 13:54:35"
Re14e,"UFCG","PB","ST-15","2019-05-08 13:54:38"
Gi17v,"UFCG","PB","ST-15","2019-05-08 13:54:44"
Ja12r,"UFSCar","SP","ST-15","2019-05-08 13:54:49"
Fr16o,"PI","UFPI","ST-15","2019-05-08 13:54:57"
Gl17e,"UFPI","MG","ST-15","2019-05-08 13:55:00"
Fe13r,"IF Catarinense","SC","ST-15","2019-05-08 13:55:07"
Cé13d,"IFSUL","RS","ST-16","2019-05-08 13:55:07"
Ju16t,"UTFPR","PR","ST-15","2019-05-08 13:55:20"
Ra16e,"UFSM","RS","ST-17","2019-05-08 13:55:28"
Ma15s,"UFRJ","RJ","ST-16","2019-05-08 13:55:47"
An24e,"UFRGS","RS","ST-15","2019-05-08 13:55:52"
Lu25r,"UNICAMP","SP","ST-15","2019-05-08 13:55:57"
Ca13a,"UFPE","PE","ST-15","2019-05-08 13:56:00"
Gu17t,"UFRGS","RS","ST-15","2019-05-08 13:56:10"
Jo13r,"UFMG","MG","ST-16","2019-05-08 13:56:11"
Lu25r,"UNICAMP","SP","ST-13","2019-05-08 13:56:12"
Pa15t,"ANSP","SP","ST-17","2019-05-08 13:56:33"
An12t,"ANSP","SP","ST-17","2019-05-08 13:56:36"
Fe14i,"UFRJ","RJ","ST-16","2019-05-08 13:57:23"
Ca17k,"IFSUL","RS","ST-16","2019-05-08 13:58:06"
Ia13o,"UFPA","PA","ST-16","2019-05-08 13:58:11"
Fe28o,"UFPR","PR","ST-16","2019-05-08 13:58:12"
Th13e,"UFPA","PA","ST-16","2019-05-08 13:58:16"
Li12e,"UFPR","PR","ST-16","2019-05-08 13:58:17"
El12t,"UFPR","PR","ST-17","2019-05-08 13:58:20"
Pa10n,"UFPR","PR","ST-16","2019-05-08 13:58:23"
Lu12o,"UFPA","PA","ST-16","2019-05-08 13:58:24"
Se16e,"UdeM","","ST-16","2019-05-08 13:58:33"
Ma12r,"LNCC","RJ","ST-16","2019-05-08 13:59:15"
Ma15v,"UFRRJ","RJ","ST-17","2019-05-08 13:59:18"
Ia13r,"IFSUL","RS","ST-17","2019-05-08 13:59:24"
Ga15l,"IFSUL","RS","ST-17","2019-05-08 13:59:30"
Fe12r,"UFMG","MG","ST-16","2019-05-08 13:59:43"
Mi16r,"UFPR","PR","ST-16","2019-05-08 13:59:52"
Ro13t,"UFPB","RN","ST-16","2019-05-08 13:59:56"
Ro19c,"UNICAMP","SP","ST-17","2019-05-08 14:00:33"
Fe13f,"UFRGS","RS","ST-16","2019-05-08 14:00:36"
Mo15c,"USP","SP","ST-16","2019-05-08 14:00:42"
Ad14ç,"IFPE","PE","ST-15","2019-05-08 14:00:50"
An16t,"UFPR","PR","ST-16","2019-05-08 14:00:56"
Ma14s,"SC","IFC","ST-16","2019-05-08 14:01:02"
Lu17e,"UNIOESTE","PR","ST-17","2019-05-08 14:01:12"
Vi13t,"UFES","MG","ST-16","2019-05-08 14:01:31"
Jo15d,"UFRJ","RJ","ST-17","2019-05-08 14:01:33"
Fl15t,"UFPA","PA","ST-16","2019-05-08 14:01:35"
Le17t,"UFPA","PA","ST-16","2019-05-08 14:01:39"
Al12m,"UFRJ","RJ","ST-17","2019-05-08 14:01:52"
La12e,"UFRGS","RS","ST-16","2019-05-08 14:02:01"
Sa15r,"UFRGS","RS","ST-15","2019-05-08 14:02:04"
Ar13o,"RS","UFRGS","ST-16","2019-05-08 14:02:04"
St13t,"CESUPA","PA","ST-16","2019-05-08 14:02:08"
Ra14e,"IFRS","RS","ST-15","2019-05-08 14:02:08"
Lu13c,"UFPA","PA","ST-16","2019-05-08 14:02:11"
Re11t,"UFPA","PA","ST-16","2019-05-08 14:02:15"
Ma19e,"IFFarroupilha","RS","ST-17","2019-05-08 14:02:22"
An9s,"PUCRS","RS","ST-16","2019-05-08 14:02:22"
An15t,"IFSUL","RS","ST-15","2019-05-08 14:02:23"
